DocId,phase,occupation,occupation_code,level,level_code,year,step,year_source,month,end,profile,position,Institution,sublevel,category_final,sector_code,Code,category_main,category,city,province_country,area,area2,area_code
imh-11-56,POST-US,technical,O5,Mid-level,L3,1912,2,NA,NA,1916,technical,Drainage Engineer,Liangkwang Department of Public Works,NA,administration: local,ADML,ADML,administration,administration: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-56,POST-US,technical,O5,Mid-level,L3,1913,4,NA,NA,1916,technical,Engineer,Linghoi Suryeying and Building Bureau,NA,administration: local,ADML,ADML,administration,administration: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-56,POST-US,managerial,O3,Mid-level,L3,1913,5,NA,NA,1916,managerial,Manager,Linghoi Suryeying and Building Bureau,NA,administration: local,ADML,ADML,administration,administration: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-65,POST-US,technical,O5,Mid-level,L3,1912,1,1912,NA,1913,technical,Surveyor,Canton Government Mining Department,NA,administration: local,ADML,ADML,administration,administration: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-355,POST-US,administrative,O2,Junior,L2,1916,1,1916,NA,NA,administrative,Assistant,Foochow Customs,NA,administration: local,ADML,ADML,administration,administration: local,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-4,POST-US,administrative,O2,Junior,L2,1882,1,1882,NA,1898,administrative,Clerk in Charge,Foochow Telegraph Office,NA,administration: local,ADML,ADML,administration,administration: local,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-102,POST-US,administrative,O2,Senior,L4,1913,2,1913,NA,1915,administrative,Chief Secretary,Liangche Salt Inspectorate,NA,administration: local,ADML,ADML,administration,administration: local,Hangzhou,Zhejiang,Other,Jiangnan,S3
imh-11-328,POST-US,technical,O5,Junior,L2,1912,1,1912,NA,1913,technical,Assistant Engineer,Pukow Commercial Port,NA,administration: local,ADML,ADML,administration,administration: local,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-291,POST-US,managerial,O3,Senior,L4,1911,4,1911,NA,1912,managerial,Superintendent,Soochow Customs,NA,administration: local,ADML,ADML,administration,administration: local,Suzhou,Jiangsu,Other,Jiangnan,S3
imh-11-80,POST-US,managerial,O3,Executive,L5,1914,6,1914,NA,NA,managerial,Co-Director,Soochow Bureau of Engineering,NA,administration: local,ADML,ADML,administration,administration: local,Suzhou,Jiangsu,Other,Jiangnan,S3
imh-11-117,POST-US,consulting-professional,O6,Senior,L4,1911,3,1911,NA,1912,other,Chief Medical Officer,Lin-Hwai-Kwan,NA,administration: local,ADML,ADML,administration,administration: local,NA,NA,Other,Jiangnan,S3
imh-11-8,POST-US,managerial,O3,Senior,L4,1909,5,1909,NA,1912,managerial,Vice-Superintendent,Kiangsu Finance,NA,administration: local,ADML,ADML,administration,administration: local,NA,Jiangsu,Other,Jiangnan,S3
imh-11-192,POST-US,consulting-professional,O6,Mid-level,L3,1911,4,1911,NA,NA,other,Medical Officer,Chinese Post Office,NA,administration: local,ADML,ADML,administration,administration: local,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-194,POST-US,managerial,O3,Executive,L5,1912,1,1912,NA,NA,managerial,Director,National Confucian Association,NA,organization,ASSOC,ASSOC,association,association: society,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-219,POST-US,consulting-professional,O6,Executive,L5,1916,6,1916,NA,NA,board,Chairman,Hankow Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Hankou,Hubei,Other,Central,C1
imh-11-209,POST-US,consulting-professional,O6,Senior,L4,1912,1,1912,NA,NA,board,Board member,Wuhan Y.M.C.A.,Board of directors,organization,ASSOC,ASSOC,association,association: voluntary,Wuchang,Hubei,Other,Central,C1
imh-11-87,POST-US,administrative,O2,Mid-level,L3,1911,2,1911,NA,NA,administrative,English Secretary,Wuchang Red Cross Association,NA,organization,ASSOC,ASSOC,association,association: voluntary,Wuchang,Hubei,Other,Central,C1
imh-11-182,POST-US,consulting-professional,O6,Executive,L5,1916,2,1916,NA,1917,board,Secretary,Peking Y.M.C.A.,Returned Students' Bureau,organization,ASSOC,ASSOC,association,association: voluntary,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-285,POST-US,consulting-professional,O6,Executive,L5,1911,3,1911,NA,NA,board,Secretary,Peking Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-286,POST-US,consulting-professional,O6,Executive,L5,1914,1,1914,NA,1915,board,Secretary,Peking Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-390,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,1916,academic,Teacher in English,Peking Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-270,POST-US,administrative,O2,Student,L1,1914,1,1914,NA,1915,administrative,Student Secretary,Tientsin Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-106,POST-US,administrative,O2,Mid-level,L3,1915,1,1915,NA,NA,administrative,Educational Secretary,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-133,POST-US,academic,O1,Mid-level,L3,1915,2,1915,NA,1916,academic,Lecturer on Hygiene,Kiangsu Educational Association,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-133,POST-US,consulting-professional,O6,Mid-level,L3,1915,3,1915,NA,1916,board,Committee member,Shanghai Y.M.C.A.,Boys' Department,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-144,POST-US,consulting-professional,O6,Executive,L5,1914,1,1914,NA,NA,board,Secretary,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-149,POST-US,managerial,O3,Executive,L5,1914,1,1914,NA,NA,managerial,Associate Physical Director,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-163,POST-US,academic,O1,Mid-level,L3,1915,1,1914,NA,NA,academic,Lecturer,Y.M.C.A. National Committee,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-206,POST-US,consulting-professional,O6,Executive,L5,1915,1,1915,NA,1916,board,Secretary,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-209,POST-US,consulting-professional,O6,Senior,L4,1912,2,1912,NA,NA,board,Board member,Y.M.C.A. National Committee,Board of directors,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-268,POST-US,consulting-professional,O6,Executive,L5,1915,1,1915,NA,1916,board,Secretary,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-272,POST-US,managerial,O3,Executive,L5,1912,3,1912,NA,1914,managerial,Educational Director,Shanghai Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-343,POST-US,administrative,O2,Mid-level,L3,1915,1,1915,NA,NA,administrative,English Secretary,Kiangsu Educational Association,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-87,POST-US,consulting-professional,O6,Executive,L5,1913,5,1913,NA,NA,board,Executive Secretary,Y.M.C.A. National Committee,Lecture Department,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-87,POST-US,consulting-professional,O6,Top Executive,L6,1916,7,1916,NA,NA,board,Acting General Secretary,Y.M.C.A. National Committee,NA,organization,ASSOC,ASSOC,association,association: voluntary,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-234,POST-US,consulting-professional,O6,Top Executive,L6,1915,2,1915,NA,NA,board,President,Nanking Y.M.C.A.,NA,organization,ASSOC,ASSOC,association,association: voluntary,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-175,POST-US,managerial,O3,Junior,L2,1915,4,1913,NA,1916,managerial,Assistant Manager,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Hankou,Hubei,Other,Central,C1
imh-11-351,POST-US,managerial,O3,Junior,L2,1913,2,1913,NA,NA,managerial,Sub-Manager,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Hankou,Hubei,Other,Central,C1
imh-11-157,POST-US,administrative,O2,Senior,L4,1914,1,1914,NA,NA,administrative,Resident Supervisor,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-171,POST-US,consulting-professional,O6,Mid-level,L3,1915,1,1915,NA,NA,consulting,Auditor,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-175,POST-US,administrative,O2,Mid-level,L3,1912,1,1912,9,1913,administrative,Inspector,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-193,POST-US,administrative,O2,Mid-level,L3,1908,2,NA,NA,NA,administrative,Inspector,Ta-Ching Government Bank,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-193,POST-US,managerial,O3,Top Executive,L6,1909,7,NA,NA,NA,managerial,Vice-Governor,Ta-Ching Government Bank,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-2,POST-US,administrative,O2,Junior,L2,1915,1,1915,NA,NA,administrative,Junior Treasurer,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-214,POST-US,administrative,O2,Mid-level,L3,1912,1,1912,NA,1913,administrative,Secretary,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-214,POST-US,technical,O5,Mid-level,L3,1916,3,1916,NA,NA,technical,Officer,Bank of China,Issue Department,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-3,POST-US,administrative,O2,Junior,L2,1912,1,1912,9,NA,administrative,Assistant Secretary,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-3,POST-US,managerial,O3,Junior,L2,1913,2,1913,NA,NA,managerial,Sub-Manager,Bank of China,Issue Department,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-3,POST-US,administrative,O2,Junior,L2,1914,3,1914,NA,NA,administrative,Assistant Inspector,Bank of China,Issue Department,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-3,POST-US,administrative,O2,Senior,L4,1914,4,1914,NA,1916,administrative,Inspector-General,Bank of China,Issue Department,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-317,POST-US,technical,O5,Junior,L2,1911,1,1911,NA,NA,technical,Assistant Accountant,Ta-Ching Government Bank,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-317,POST-US,consulting-professional,O6,Senior,L4,1912,2,1912,NA,NA,consulting,Councillor,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-351,POST-US,technical,O5,Mid-level,L3,1912,1,1912,NA,1913,technical,Staff member,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-82,POST-US,managerial,O3,Top Executive,L6,1912,3,1910,NA,1917,managerial,Vice-President,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-197,POST-US,consulting-professional,O6,Senior,L4,1914,3,1914,NA,NA,consulting,Adviser,Bank of China,NA,bank,BANK,BANK,banking,bank: central,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-132,POST-US,administrative,O2,Mid-level,L3,1913,2,1913,NA,NA,administrative,Secretary,Industrial Bank of China,NA,bank,BANK,BANK,banking,bank: private,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-392,POST-US,administrative,O2,Mid-level,L3,1915,1,1915,NA,NA,administrative,English Secretary,Bank of Communications,NA,bank,BANK,BANK,banking,bank: private,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-3,POST-US,administrative,O2,Senior,L4,1916,5,1916,NA,NA,administrative,Chief Secretary,Chung Foo Union Bank,NA,bank,BANK,BANK,banking,bank: private,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-3,POST-US,administrative,O2,Senior,L4,1916,6,1916,NA,NA,administrative,Inspector-General,Chung Foo Union Bank,NA,bank,BANK,BANK,banking,bank: private,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-37,POST-US,technical,O5,Mid-level,L3,1910,1,NA,NA,NA,technical,Officer,Chihli Bank,NA,bank,BANK,BANK,banking,bank: private,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-90,POST-US,managerial,O3,Mid-level,L3,1914,4,1914,NA,1915,managerial,Manager,Bank of Territorial Development,NA,bank,BANK,BANK,banking,bank: private,Harbin,Heilongjiang,Other,North-Northeast,N2
imh-11-90,POST-US,managerial,O3,Senior,L4,1916,5,1916,NA,NA,managerial,General Manager,Bank of Territorial Development,NA,bank,BANK,BANK,banking,bank: private,Harbin,Heilongjiang,Other,North-Northeast,N2
imh-11-50,POST-US,abroad,O7,Mid-level,L3,1912,1,1912,NA,1916,abroad,Exchange Teller,First National Bank of Hawaii,NA,bank,BANK,BANK,banking,bank: private,Honolulu,Hawaii,Abroad,Asia-Pacific,O2
imh-11-50,POST-US,abroad,O7,Mid-level,L3,1916,2,1916,NA,NA,abroad,Insurance Agent,Bank of Bishop & Company,NA,bank,BANK,BANK,banking,bank: private,Honolulu,Hawaii,Abroad,Asia-Pacific,O2
imh-11-197,POST-US,managerial,O3,Mid-level,L3,1915,4,1915,NA,NA,managerial,Manager,Shanghai Commercial and Savings Bank,NA,bank,BANK,BANK,banking,bank: private,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-344,POST-US,consulting-professional,O6,Mid-level,L3,1912,1,1912,NA,NA,consulting,Auditor,Kiangsu Bank,NA,bank,BANK,BANK,banking,bank: private,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-60,POST-US,administrative,O2,Mid-level,L3,1914,5,1914,NA,1915,administrative,English Secretary,Bank of Territorial Development,NA,bank,BANK,BANK,banking,bank: private,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-90,POST-US,managerial,O3,Junior,L2,1913,3,1913,NA,NA,managerial,Sub-Manager,Bank of Territorial Development,NA,bank,BANK,BANK,banking,bank: private,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-349,POST-US,managerial,O3,Executive,L5,1913,1,1913,NA,NA,managerial,Managing Director,Kwangtung Provincial Bank,NA,bank,BANK,BANK,banking,bank: private,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-114,POST-US,managerial,O3,Mid-level,L3,1913,2,1912,NA,1914,managerial,Manager,Kiangsu Bank,NA,bank,BANK,BANK,banking,bank: private,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-126,POST-US,managerial,O3,Mid-level,L3,1912,2,1912,NA,1913,managerial,Manager,Bank of Communications,Customs Department,bank,BANK,BANK,banking,bank: private,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-114,POST-US,managerial,O3,Mid-level,L3,1914,3,1914,NA,NA,managerial,Manager,Kiangsu Bank,NA,bank,BANK,BANK,banking,bank: private,Wuxi,Jiangsu,Other,Jiangnan,S3
imh-11-126,POST-US,managerial,O3,Mid-level,L3,1913,3,1913,NA,NA,managerial,Manager,Bank of Communications,NA,bank,BANK,BANK,banking,bank: private,Xuzhou,Jiangsu,Other,Jiangnan,S3
imh-11-197,POST-US,managerial,O3,Mid-level,L3,1912,2,1912,NA,1914,managerial,Manager,Kiangsu Provincial Bank,NA,bank,BANK,BANK,banking,bank: private,NA,Jiangsu,Other,Jiangnan,S3
imh-11-11,POST-US,technical,O5,Mid-level,L3,1908,1,1908,NA,1909,technical,Metallurgist,Wah Chang Mining and Smelting Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
imh-11-11,POST-US,managerial,O3,Executive,L5,1909,2,1909,NA,1913,managerial,Managing Director,Pao Tai Mining and Smelting Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
imh-11-294,POST-US,consulting-professional,O6,Mid-level,L3,1915,1,1916,NA,NA,other,Editor,Chung Hua Book Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
imh-11-376,POST-US,technical,O5,Mid-level,L3,1915,2,1915,NA,1916,technical,Mining Engineer and Metallurgist,C. T. Wei Mining and Smelting Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
imh-11-376,POST-US,technical,O5,Mid-level,L3,1916,3,1916,NA,NA,technical,Mining Engineer and Metallurgist,Wah Chang Mining and Smelting Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
imh-11-96,POST-US,technical,O5,Mid-level,L3,1915,1,1914,NA,NA,technical,Mining Engineer,Wah Chang Mining and Smelting Company,NA,enterprise,PRIV,COM,business,business: company,Changsha,Hunan,Other,Central,C1
